0.00%,0.17%
30.23%,0.18%
31.04%,0.18%
30.27%,0.18%
30.42%,0.18%
31.00%,0.18%
30.65%,0.19%
30.76%,0.18%
30.72%,0.18%
30.03%,0.18%
30.81%,0.18%
30.95%,0.18%
32.26%,0.22%
30.65%,0.22%
31.56%,0.22%
30.05%,0.22%
99.32%,0.23%
96.77%,0.23%
99.15%,0.23%
102.47%,0.23%
98.11%,0.23%
31.37%,0.23%
32.40%,0.18%
30.85%,0.19%
31.52%,0.19%
30.19%,0.19%
30.41%,0.19%
31.51%,0.18%
30.65%,0.19%
30.54%,0.18%
32.17%,0.19%
30.19%,0.19%
32.41%,0.18%
30.51%,0.19%
30.31%,0.19%
30.40%,0.19%
30.87%,0.19%
100.51%,0.19%
96.96%,0.23%
107.14%,0.24%
102.61%,0.24%
0.00%,0.19%
0.00%,0.19%
