0.00%,0.39%
83.15%,0.44%
85.88%,0.45%
84.91%,0.45%
82.47%,0.44%
84.74%,0.45%
85.58%,0.45%
233.44%,0.46%
240.48%,0.45%
157.95%,0.46%
242.35%,0.47%
240.44%,0.46%
246.12%,0.47%
244.39%,0.47%
267.62%,0.45%
354.28%,0.47%
369.27%,0.47%
370.60%,0.42%
357.36%,0.47%
358.28%,0.46%
367.90%,0.46%
335.81%,0.45%
86.10%,0.46%
93.62%,0.47%
82.37%,0.46%
84.21%,0.47%
82.27%,0.46%
73.33%,0.47%
240.88%,0.47%
211.23%,0.46%
231.66%,0.47%
246.70%,0.47%
246.99%,0.45%
247.60%,0.47%
256.15%,0.47%
376.09%,0.48%
276.49%,0.48%
381.48%,0.48%
375.48%,0.48%
381.43%,0.47%
384.47%,0.47%
382.29%,0.48%
229.22%,0.47%
71.44%,0.43%
0.00%,0.43%
