0.00%,0.52%
82.49%,0.56%
84.15%,0.58%
81.30%,0.58%
82.83%,0.58%
84.03%,0.58%
71.47%,0.58%
234.93%,0.58%
234.19%,0.59%
238.18%,0.57%
236.29%,0.59%
241.67%,0.59%
244.11%,0.55%
242.73%,0.56%
331.88%,0.59%
370.50%,0.59%
375.35%,0.58%
368.69%,0.60%
277.02%,0.54%
353.86%,0.57%
363.02%,0.59%
132.11%,0.58%
86.26%,0.58%
86.15%,0.58%
82.71%,0.58%
59.84%,0.59%
68.11%,0.59%
107.51%,0.59%
241.37%,0.59%
242.84%,0.59%
242.22%,0.61%
245.53%,0.60%
176.47%,0.61%
253.03%,0.61%
155.16%,0.58%
374.42%,0.62%
336.77%,0.61%
376.46%,0.61%
374.50%,0.61%
386.32%,0.60%
378.68%,0.61%
292.65%,0.60%
83.90%,0.59%
0.00%,0.55%
