0.00%,0.18%
40.88%,0.24%
41.24%,0.24%
40.15%,0.24%
42.43%,0.24%
41.99%,0.24%
40.58%,0.22%
42.11%,0.24%
41.45%,0.20%
42.84%,0.19%
41.04%,0.20%
40.68%,0.20%
111.34%,0.19%
131.36%,0.20%
134.62%,0.20%
138.47%,0.20%
134.92%,0.20%
135.98%,0.20%
142.58%,0.20%
137.76%,0.20%
135.02%,0.24%
92.65%,0.24%
42.04%,0.25%
51.67%,0.24%
53.74%,0.25%
45.72%,0.25%
39.76%,0.23%
43.24%,0.25%
41.50%,0.25%
41.44%,0.25%
42.32%,0.25%
41.96%,0.24%
39.68%,0.24%
131.56%,0.26%
133.83%,0.25%
149.89%,0.26%
136.89%,0.21%
98.00%,0.21%
143.71%,0.21%
135.92%,0.21%
0.00%,0.21%
