0.00%,0.21%
52.68%,0.26%
51.60%,0.22%
53.18%,0.26%
51.30%,0.22%
58.60%,0.22%
51.73%,0.22%
51.18%,0.21%
51.99%,0.22%
53.03%,0.22%
165.34%,0.21%
171.24%,0.25%
246.44%,0.27%
169.10%,0.26%
166.87%,0.26%
203.02%,0.27%
180.12%,0.26%
206.37%,0.27%
185.94%,0.27%
281.18%,0.28%
314.79%,0.28%
169.92%,0.27%
53.59%,0.27%
48.65%,0.23%
52.54%,0.27%
50.18%,0.26%
57.71%,0.27%
52.01%,0.23%
51.12%,0.23%
51.32%,0.23%
109.18%,0.23%
160.32%,0.24%
173.59%,0.23%
171.79%,0.23%
186.53%,0.23%
188.07%,0.23%
179.74%,0.27%
191.59%,0.29%
224.12%,0.29%
190.42%,0.28%
239.45%,0.23%
0.00%,0.23%
0.00%,0.23%
