0.00%,0.15%
11.99%,0.16%
10.52%,0.16%
10.49%,0.16%
11.52%,0.15%
11.49%,0.15%
10.54%,0.15%
10.45%,0.15%
10.79%,0.15%
10.13%,0.16%
10.28%,0.16%
10.40%,0.18%
11.12%,0.16%
11.70%,0.20%
8.86%,0.20%
10.35%,0.16%
10.24%,0.16%
10.18%,0.15%
10.04%,0.16%
10.45%,0.16%
11.17%,0.16%
13.39%,0.16%
10.84%,0.16%
11.21%,0.16%
10.86%,0.16%
10.78%,0.15%
10.26%,0.16%
10.20%,0.16%
10.32%,0.16%
10.27%,0.16%
14.52%,0.16%
13.46%,0.16%
11.16%,0.16%
10.24%,0.20%
9.96%,0.20%
10.30%,0.20%
12.88%,0.18%
10.53%,0.16%
10.70%,0.16%
10.15%,0.16%
10.25%,0.16%
10.90%,0.16%
0.00%,0.16%
