0.00%,0.33%
37.01%,0.35%
85.57%,0.35%
84.66%,0.39%
83.64%,0.39%
84.56%,0.39%
86.01%,0.39%
152.21%,0.39%
239.48%,0.40%
239.61%,0.39%
241.96%,0.40%
236.63%,0.39%
245.86%,0.39%
249.45%,0.39%
251.44%,0.39%
350.80%,0.42%
298.21%,0.35%
367.52%,0.42%
352.83%,0.41%
356.94%,0.41%
362.04%,0.41%
358.41%,0.40%
148.92%,0.39%
67.18%,0.39%
83.92%,0.40%
82.90%,0.39%
83.92%,0.39%
82.59%,0.40%
225.37%,0.39%
230.82%,0.40%
243.88%,0.40%
231.60%,0.40%
243.07%,0.38%
242.98%,0.41%
251.87%,0.40%
317.17%,0.41%
376.62%,0.41%
372.47%,0.41%
372.17%,0.40%
367.46%,0.41%
377.88%,0.42%
379.47%,0.41%
0.00%,0.36%
