0.00%,0.43%
82.44%,0.48%
76.92%,0.48%
83.51%,0.48%
84.86%,0.49%
83.40%,0.48%
83.20%,0.49%
204.70%,0.49%
245.66%,0.50%
241.66%,0.49%
243.54%,0.50%
243.63%,0.49%
239.97%,0.49%
245.44%,0.49%
326.89%,0.50%
373.92%,0.50%
344.64%,0.50%
359.43%,0.50%
371.98%,0.49%
371.59%,0.50%
367.25%,0.47%
219.03%,0.50%
83.92%,0.45%
84.49%,0.49%
84.21%,0.49%
82.92%,0.49%
84.34%,0.49%
147.09%,0.50%
215.68%,0.45%
238.79%,0.50%
250.07%,0.50%
239.87%,0.50%
255.94%,0.50%
252.29%,0.50%
191.12%,0.50%
384.62%,0.50%
382.74%,0.51%
376.80%,0.51%
385.48%,0.50%
386.83%,0.51%
304.24%,0.50%
66.86%,0.49%
247.91%,0.49%
0.00%,0.46%
