0.00%,0.48%
81.54%,0.54%
82.14%,0.55%
82.19%,0.52%
74.66%,0.54%
82.97%,0.53%
83.11%,0.55%
177.40%,0.55%
232.02%,0.54%
236.42%,0.55%
237.29%,0.54%
157.33%,0.55%
206.18%,0.52%
243.51%,0.55%
247.13%,0.55%
371.23%,0.55%
359.50%,0.57%
375.62%,0.55%
379.38%,0.55%
371.14%,0.55%
364.63%,0.53%
92.74%,0.54%
82.38%,0.54%
84.06%,0.54%
83.72%,0.55%
83.94%,0.55%
84.08%,0.54%
84.93%,0.55%
197.63%,0.51%
238.86%,0.55%
247.35%,0.56%
212.57%,0.56%
256.37%,0.55%
252.58%,0.54%
201.97%,0.57%
350.11%,0.57%
380.67%,0.57%
368.50%,0.57%
379.22%,0.57%
378.22%,0.56%
341.01%,0.52%
0.00%,0.52%
0.00%,0.52%
