kafka,39.02%,0.12%
nifi,402.77%,0.39%
kafka,65.01%,0.12%
nifi,535.67%,0.39%
kafka,51.73%,0.12%
nifi,447.88%,0.39%
kafka,48.23%,0.12%
nifi,573.92%,0.40%
kafka,72.51%,0.12%
nifi,501.85%,0.40%
kafka,77.09%,0.12%
nifi,502.24%,0.41%
kafka,85.67%,0.12%
nifi,607.72%,0.41%
kafka,49.16%,0.13%
nifi,461.63%,0.41%
kafka,44.97%,0.12%
nifi,629.28%,0.41%
kafka,49.14%,0.12%
nifi,532.06%,0.41%
kafka,37.59%,0.12%
nifi,385.51%,0.41%
kafka,120.58%,0.13%
nifi,459.16%,0.41%
kafka,96.31%,0.13%
nifi,444.46%,0.41%
kafka,43.87%,0.13%
nifi,565.74%,0.41%
kafka,45.82%,0.13%
nifi,489.53%,0.41%
kafka,126.31%,0.13%
nifi,500.76%,0.41%
kafka,60.77%,0.13%
nifi,393.02%,0.41%
kafka,154.79%,0.13%
nifi,533.55%,0.41%
kafka,40.67%,0.13%
nifi,465.06%,0.41%
kafka,78.98%,0.13%
nifi,494.89%,0.41%
kafka,82.56%,0.13%
nifi,472.47%,0.41%
kafka,40.20%,0.13%
nifi,461.02%,0.41%
kafka,175.16%,0.13%
nifi,549.61%,0.41%
kafka,47.20%,0.13%
nifi,431.65%,0.41%
kafka,46.62%,0.13%
nifi,541.38%,0.41%
kafka,39.05%,0.13%
nifi,446.12%,0.41%
kafka,127.06%,0.13%
nifi,463.30%,0.41%
kafka,43.19%,0.13%
nifi,487.06%,0.41%
kafka,44.35%,0.13%
nifi,408.60%,0.41%
kafka,46.39%,0.13%
nifi,646.24%,0.41%
kafka,48.58%,0.13%
nifi,579.09%,0.41%
kafka,109.47%,0.14%
nifi,616.28%,0.41%
