kafka,3.54%,3.87%
nifi,44.77%,20.12%
kafka,3.46%,3.87%
nifi,41.98%,20.12%
kafka,7.14%,3.88%
nifi,24.08%,20.12%
kafka,1.49%,3.87%
nifi,46.53%,20.12%
kafka,4.32%,3.87%
nifi,45.74%,20.13%
kafka,4.52%,3.88%
nifi,52.83%,20.13%
kafka,3.92%,3.88%
nifi,45.59%,20.13%
kafka,4.89%,3.88%
nifi,40.58%,20.13%
kafka,4.66%,3.88%
nifi,34.73%,20.13%
kafka,4.66%,3.87%
nifi,33.08%,20.13%
kafka,4.11%,3.88%
nifi,35.79%,20.14%
kafka,3.84%,3.88%
nifi,33.72%,20.14%
kafka,4.73%,3.88%
nifi,34.61%,20.14%
kafka,3.64%,3.88%
nifi,30.76%,20.14%
kafka,4.88%,3.88%
nifi,32.02%,20.14%
kafka,5.69%,3.88%
nifi,38.52%,20.14%
kafka,4.36%,3.88%
nifi,45.25%,20.14%
kafka,3.91%,3.88%
nifi,38.93%,20.14%
kafka,6.04%,3.88%
nifi,39.11%,20.14%
kafka,4.97%,3.88%
nifi,38.15%,20.15%
kafka,5.37%,3.88%
nifi,42.96%,20.15%
kafka,6.02%,3.88%
nifi,40.96%,20.15%
kafka,5.50%,3.88%
nifi,39.03%,20.15%
kafka,5.64%,3.88%
nifi,54.77%,20.15%
kafka,5.34%,3.88%
nifi,42.91%,20.15%
kafka,6.49%,3.88%
nifi,49.56%,20.15%
kafka,6.60%,3.89%
nifi,42.97%,20.16%
kafka,6.84%,3.89%
nifi,37.72%,20.16%
kafka,5.80%,3.89%
nifi,51.47%,20.16%
kafka,5.79%,3.89%
nifi,40.41%,20.16%
kafka,4.59%,3.89%
nifi,45.03%,20.16%
kafka,6.23%,3.89%
nifi,41.18%,20.16%
kafka,9.59%,3.89%
nifi,46.84%,20.16%
kafka,4.89%,3.89%
nifi,38.83%,20.17%
kafka,5.63%,3.89%
nifi,45.46%,20.17%
kafka,5.43%,3.89%
nifi,37.86%,20.17%
kafka,6.28%,3.89%
nifi,39.13%,20.17%
kafka,6.05%,3.90%
nifi,50.03%,20.17%
kafka,5.43%,3.90%
nifi,45.50%,20.17%
kafka,6.94%,3.90%
nifi,42.78%,20.17%
kafka,6.86%,3.90%
nifi,46.09%,20.17%
kafka,5.82%,3.90%
nifi,41.06%,20.18%
kafka,7.42%,3.90%
nifi,45.15%,20.18%
kafka,6.23%,3.90%
nifi,43.16%,20.18%
kafka,1.96%,3.90%
nifi,82.34%,20.18%
kafka,6.71%,3.90%
nifi,39.34%,20.21%
kafka,5.50%,3.90%
nifi,45.22%,20.21%
kafka,5.09%,3.91%
nifi,45.88%,20.22%
kafka,5.66%,3.92%
nifi,44.90%,20.21%
kafka,6.07%,3.91%
nifi,46.00%,20.22%
kafka,5.49%,3.91%
nifi,42.57%,20.22%
kafka,6.26%,3.92%
nifi,47.65%,20.22%
kafka,5.11%,3.92%
nifi,46.33%,20.22%
kafka,6.71%,3.92%
nifi,35.42%,20.22%
kafka,5.24%,3.92%
nifi,42.39%,20.23%
kafka,4.67%,3.92%
nifi,45.22%,20.22%
kafka,6.94%,3.92%
nifi,43.98%,20.23%
kafka,6.91%,3.93%
nifi,43.33%,20.23%
kafka,5.82%,3.93%
nifi,50.08%,20.23%
kafka,5.60%,3.93%
nifi,43.77%,20.23%
kafka,6.15%,3.93%
nifi,39.19%,20.23%
kafka,5.24%,3.93%
nifi,47.59%,20.23%
kafka,5.58%,3.93%
nifi,50.17%,20.23%
kafka,6.74%,3.93%
nifi,37.56%,20.24%
kafka,4.67%,3.93%
nifi,40.98%,20.24%
kafka,4.04%,3.93%
nifi,44.41%,20.24%
kafka,8.39%,3.93%
nifi,45.84%,20.24%
kafka,6.09%,3.93%
nifi,60.92%,20.24%
kafka,5.42%,3.94%
nifi,42.52%,20.24%
kafka,7.11%,3.94%
nifi,45.58%,20.25%
kafka,5.83%,3.94%
nifi,45.56%,20.25%
kafka,6.65%,3.94%
nifi,47.04%,20.25%
kafka,5.27%,3.94%
nifi,41.37%,20.25%
kafka,6.35%,3.94%
nifi,41.50%,20.25%
kafka,5.66%,3.94%
nifi,44.09%,20.26%
kafka,6.19%,3.94%
nifi,39.06%,20.26%
kafka,5.83%,3.94%
nifi,44.89%,20.26%
kafka,5.64%,3.94%
nifi,47.61%,20.26%
kafka,5.40%,3.95%
nifi,40.57%,20.26%
kafka,6.31%,3.95%
nifi,49.08%,20.26%
kafka,5.35%,3.95%
nifi,46.07%,20.26%
kafka,5.68%,3.96%
nifi,47.32%,20.26%
kafka,4.45%,3.95%
nifi,39.68%,20.27%
kafka,5.69%,3.95%
nifi,45.60%,20.27%
kafka,5.41%,3.95%
nifi,36.08%,20.27%
kafka,6.16%,3.95%
nifi,47.90%,20.27%
kafka,7.31%,3.95%
nifi,46.48%,20.27%
kafka,5.51%,3.95%
nifi,50.66%,20.27%
kafka,6.62%,3.95%
nifi,39.60%,20.27%
kafka,5.87%,3.96%
nifi,46.78%,20.29%
kafka,5.45%,3.96%
nifi,53.06%,20.28%
kafka,5.51%,3.96%
nifi,45.83%,20.29%
kafka,5.26%,3.96%
nifi,50.07%,20.28%
