kafka,4.16%,5.18%
nifi,93.03%,21.87%
kafka,5.14%,5.18%
nifi,72.54%,21.89%
kafka,7.51%,5.18%
nifi,79.66%,21.89%
kafka,7.30%,5.18%
nifi,94.97%,21.91%
kafka,6.92%,5.18%
nifi,91.37%,21.91%
kafka,6.50%,5.18%
nifi,85.91%,21.93%
kafka,5.55%,5.18%
nifi,78.02%,21.94%
kafka,7.16%,5.18%
nifi,91.53%,21.95%
kafka,7.30%,5.18%
nifi,90.52%,21.97%
kafka,8.67%,5.19%
nifi,103.28%,21.98%
kafka,7.42%,5.19%
nifi,107.26%,21.99%
kafka,7.44%,5.19%
nifi,94.21%,22.00%
kafka,7.54%,5.19%
nifi,68.50%,22.01%
kafka,14.46%,5.19%
nifi,82.38%,22.02%
kafka,7.47%,5.19%
nifi,87.75%,22.03%
kafka,9.73%,5.19%
nifi,131.37%,22.04%
kafka,12.99%,5.19%
nifi,39.25%,22.05%
kafka,5.72%,5.19%
nifi,72.72%,22.06%
kafka,6.20%,5.19%
nifi,44.95%,22.07%
kafka,1.02%,5.19%
nifi,3.92%,22.07%
kafka,5.66%,5.19%
nifi,53.38%,22.08%
kafka,4.78%,5.19%
nifi,80.66%,22.09%
kafka,4.21%,5.19%
nifi,138.15%,22.11%
kafka,5.06%,5.19%
nifi,62.34%,22.12%
kafka,2.90%,5.19%
nifi,66.64%,22.12%
kafka,6.14%,5.20%
nifi,71.51%,22.14%
kafka,6.71%,5.19%
nifi,74.27%,22.15%
kafka,7.94%,5.19%
nifi,86.93%,22.16%
kafka,9.05%,5.19%
nifi,109.51%,22.17%
kafka,7.72%,5.20%
nifi,117.53%,22.19%
kafka,9.37%,5.19%
nifi,110.72%,22.20%
kafka,8.77%,5.20%
nifi,96.36%,22.21%
kafka,6.14%,5.20%
nifi,75.82%,22.22%
kafka,5.73%,5.20%
nifi,87.10%,22.23%
kafka,7.45%,5.20%
nifi,85.55%,22.24%
kafka,8.01%,5.20%
nifi,81.55%,22.25%
kafka,10.00%,5.20%
nifi,137.23%,22.27%
kafka,7.90%,5.20%
nifi,92.23%,22.28%
kafka,7.31%,5.20%
nifi,88.45%,22.29%
kafka,6.98%,5.20%
nifi,96.46%,22.30%
kafka,9.92%,5.20%
nifi,97.77%,22.31%
kafka,9.14%,5.20%
nifi,107.04%,22.32%
kafka,9.29%,5.20%
nifi,100.75%,22.34%
kafka,8.39%,5.20%
nifi,127.54%,22.35%
kafka,8.72%,5.20%
nifi,92.87%,22.36%
kafka,9.24%,5.20%
nifi,117.38%,22.37%
kafka,10.43%,5.20%
nifi,97.32%,22.38%
kafka,7.75%,5.21%
nifi,140.89%,22.39%
kafka,8.08%,5.21%
nifi,84.90%,22.40%
kafka,6.77%,5.21%
nifi,95.56%,22.42%
kafka,7.73%,5.21%
nifi,98.63%,22.42%
kafka,9.86%,5.21%
nifi,95.06%,22.44%
kafka,8.52%,5.21%
nifi,109.26%,22.45%
kafka,9.17%,5.21%
nifi,105.51%,22.46%
kafka,9.88%,5.21%
nifi,84.07%,22.47%
kafka,9.19%,5.21%
nifi,98.56%,22.48%
kafka,9.28%,5.21%
nifi,85.85%,22.49%
kafka,9.74%,5.21%
nifi,114.32%,22.51%
kafka,8.38%,5.21%
nifi,103.91%,22.52%
kafka,11.41%,5.21%
nifi,90.32%,22.53%
kafka,7.93%,5.21%
nifi,102.85%,22.55%
kafka,9.32%,5.22%
nifi,88.07%,22.56%
kafka,12.79%,5.30%
nifi,88.82%,22.57%
kafka,11.21%,5.40%
nifi,97.60%,22.58%
kafka,10.62%,5.40%
nifi,114.00%,22.65%
kafka,8.81%,5.40%
nifi,96.26%,22.60%
kafka,8.85%,5.42%
nifi,100.86%,22.61%
kafka,9.03%,5.43%
nifi,89.85%,22.62%
kafka,8.99%,5.43%
nifi,90.89%,22.70%
kafka,8.26%,5.42%
nifi,110.23%,22.66%
kafka,8.31%,5.42%
nifi,132.89%,22.67%
kafka,10.09%,5.42%
nifi,100.78%,22.68%
kafka,8.66%,5.42%
nifi,111.50%,22.69%
kafka,8.97%,5.43%
nifi,94.39%,22.70%
kafka,9.10%,5.43%
nifi,111.36%,22.71%
kafka,8.86%,5.43%
nifi,87.28%,22.72%
kafka,12.60%,5.43%
nifi,113.21%,22.74%
kafka,7.62%,5.43%
nifi,103.13%,22.75%
kafka,12.17%,5.43%
nifi,81.17%,22.76%
kafka,8.66%,5.43%
nifi,138.94%,22.77%
kafka,8.20%,5.43%
nifi,89.99%,22.78%
kafka,10.92%,5.43%
nifi,84.22%,22.79%
kafka,21.54%,5.43%
nifi,98.21%,22.81%
kafka,9.71%,5.44%
nifi,92.08%,22.81%
