db-mongo,12.46%,0.30%
fiware-orion,49.05%,0.11%
nifi,128.57%,16.10%
db-mongo,15.30%,0.30%
fiware-orion,56.25%,0.11%
nifi,111.50%,16.12%
db-mongo,14.78%,0.30%
fiware-orion,57.16%,0.11%
nifi,125.81%,16.15%
db-mongo,12.45%,0.30%
fiware-orion,63.27%,0.11%
nifi,127.11%,16.17%
db-mongo,14.43%,0.30%
fiware-orion,56.34%,0.11%
nifi,99.76%,16.19%
db-mongo,11.92%,0.30%
fiware-orion,47.74%,0.11%
nifi,113.22%,16.21%
db-mongo,14.11%,0.30%
fiware-orion,54.13%,0.11%
nifi,104.94%,16.28%
db-mongo,15.00%,0.30%
fiware-orion,59.66%,0.11%
nifi,107.60%,16.34%
db-mongo,13.72%,0.30%
fiware-orion,53.11%,0.11%
nifi,101.69%,16.39%
db-mongo,14.44%,0.30%
fiware-orion,57.58%,0.11%
nifi,115.38%,16.41%
db-mongo,14.35%,0.31%
fiware-orion,55.93%,0.11%
nifi,119.21%,16.45%
db-mongo,17.10%,0.31%
fiware-orion,67.00%,0.11%
nifi,117.03%,16.47%
db-mongo,12.77%,0.31%
fiware-orion,55.01%,0.11%
nifi,114.71%,16.49%
db-mongo,8.80%,0.31%
fiware-orion,34.59%,0.12%
nifi,134.55%,16.54%
db-mongo,17.47%,0.31%
fiware-orion,69.71%,0.12%
nifi,116.12%,16.57%
db-mongo,13.55%,0.31%
fiware-orion,50.80%,0.11%
nifi,95.03%,16.59%
db-mongo,12.23%,0.31%
fiware-orion,36.69%,0.11%
nifi,195.40%,16.64%
db-mongo,14.59%,0.31%
fiware-orion,51.07%,0.12%
nifi,117.41%,16.68%
db-mongo,13.33%,0.31%
fiware-orion,53.53%,0.12%
nifi,112.99%,16.72%
db-mongo,13.90%,0.31%
fiware-orion,47.58%,0.12%
nifi,108.78%,16.76%
db-mongo,12.52%,0.31%
fiware-orion,49.15%,0.12%
nifi,149.51%,16.79%
db-mongo,15.95%,0.31%
fiware-orion,62.24%,0.12%
nifi,132.21%,16.83%
db-mongo,13.28%,0.31%
fiware-orion,43.44%,0.12%
nifi,124.15%,16.88%
db-mongo,13.50%,0.31%
fiware-orion,52.55%,0.11%
nifi,112.99%,16.92%
db-mongo,12.53%,0.31%
fiware-orion,45.28%,0.12%
nifi,113.37%,16.98%
db-mongo,13.06%,0.31%
fiware-orion,44.96%,0.12%
nifi,114.95%,17.04%
db-mongo,13.67%,0.30%
fiware-orion,50.47%,0.12%
nifi,116.89%,17.06%
db-mongo,13.16%,0.30%
fiware-orion,64.76%,0.12%
nifi,119.49%,17.11%
db-mongo,14.52%,0.30%
fiware-orion,56.33%,0.12%
nifi,125.65%,17.14%
db-mongo,14.48%,0.30%
fiware-orion,59.79%,0.13%
nifi,119.01%,17.18%
db-mongo,15.50%,0.30%
fiware-orion,61.87%,0.12%
nifi,116.98%,17.21%
db-mongo,15.73%,0.30%
fiware-orion,62.62%,0.13%
nifi,171.21%,17.26%
db-mongo,13.36%,0.30%
fiware-orion,53.61%,0.12%
nifi,134.01%,17.29%
db-mongo,10.61%,0.30%
fiware-orion,42.25%,0.13%
nifi,229.26%,17.37%
