db-mongo,17.14%,0.30%
fiware-orion,64.68%,0.13%
nifi,154.13%,17.59%
db-mongo,14.14%,0.30%
fiware-orion,57.49%,0.13%
nifi,154.37%,17.61%
db-mongo,17.26%,0.30%
fiware-orion,67.09%,0.13%
nifi,152.58%,17.63%
db-mongo,17.93%,0.30%
fiware-orion,64.08%,0.13%
nifi,149.15%,17.66%
db-mongo,17.00%,0.30%
fiware-orion,65.86%,0.13%
nifi,153.96%,17.68%
db-mongo,16.96%,0.30%
fiware-orion,66.60%,0.13%
nifi,220.35%,17.70%
db-mongo,18.49%,0.30%
fiware-orion,63.46%,0.13%
nifi,183.92%,17.72%
db-mongo,16.77%,0.30%
fiware-orion,65.59%,0.13%
nifi,159.32%,17.74%
db-mongo,16.95%,0.30%
fiware-orion,65.59%,0.13%
nifi,145.73%,17.75%
db-mongo,16.06%,0.30%
fiware-orion,63.09%,0.13%
nifi,158.25%,17.78%
db-mongo,16.92%,0.30%
fiware-orion,66.71%,0.13%
nifi,148.23%,17.79%
db-mongo,16.02%,0.30%
fiware-orion,65.09%,0.13%
nifi,156.77%,17.81%
db-mongo,16.74%,0.31%
fiware-orion,51.84%,0.13%
nifi,247.18%,17.83%
db-mongo,16.14%,0.30%
fiware-orion,62.88%,0.14%
nifi,230.42%,17.85%
db-mongo,15.02%,0.30%
fiware-orion,86.71%,0.14%
nifi,168.78%,17.86%
db-mongo,14.40%,0.30%
fiware-orion,117.27%,0.14%
nifi,133.58%,17.89%
db-mongo,13.58%,0.30%
fiware-orion,90.85%,0.14%
nifi,155.18%,17.91%
db-mongo,17.72%,0.30%
fiware-orion,65.71%,0.14%
nifi,131.67%,17.92%
db-mongo,16.14%,0.30%
fiware-orion,72.58%,0.14%
nifi,162.54%,17.94%
db-mongo,14.52%,0.30%
fiware-orion,57.29%,0.14%
nifi,175.72%,17.95%
db-mongo,17.19%,0.30%
fiware-orion,78.65%,0.15%
nifi,148.20%,17.97%
db-mongo,13.91%,0.30%
fiware-orion,86.84%,0.14%
nifi,191.19%,17.99%
db-mongo,13.15%,0.30%
fiware-orion,73.88%,0.14%
nifi,189.32%,18.02%
db-mongo,16.25%,0.30%
fiware-orion,86.49%,0.14%
nifi,147.00%,18.04%
db-mongo,17.41%,0.30%
fiware-orion,63.17%,0.15%
nifi,165.26%,18.06%
db-mongo,15.41%,0.30%
fiware-orion,60.57%,0.15%
nifi,163.10%,18.07%
db-mongo,15.28%,0.30%
fiware-orion,60.40%,0.14%
nifi,167.16%,18.09%
db-mongo,16.27%,0.30%
fiware-orion,77.13%,0.15%
nifi,155.88%,18.11%
db-mongo,14.15%,0.30%
fiware-orion,61.10%,0.15%
nifi,161.62%,18.12%
db-mongo,15.15%,0.30%
fiware-orion,59.60%,0.15%
nifi,177.76%,18.13%
db-mongo,14.86%,0.30%
fiware-orion,60.72%,0.15%
nifi,205.25%,18.16%
db-mongo,15.79%,0.30%
fiware-orion,63.08%,0.15%
nifi,155.55%,18.17%
db-mongo,14.15%,0.30%
fiware-orion,124.54%,0.15%
nifi,133.46%,18.19%
db-mongo,12.53%,0.30%
fiware-orion,111.26%,0.14%
nifi,127.61%,18.21%
db-mongo,15.93%,0.30%
fiware-orion,115.62%,0.15%
nifi,143.86%,18.25%
db-mongo,14.96%,0.30%
fiware-orion,79.58%,0.16%
nifi,154.55%,18.26%
db-mongo,12.99%,0.30%
fiware-orion,50.20%,0.16%
nifi,139.89%,18.27%
