scorpio,149.39%,23.68%
kafka,43.86%,8.09%
postgres,42.76%,2.89%
nifi,89.94%,9.20%
scorpio,136.23%,23.68%
kafka,39.91%,8.10%
postgres,39.24%,2.89%
nifi,81.11%,9.21%
scorpio,143.37%,23.67%
kafka,39.46%,8.11%
postgres,40.10%,2.89%
nifi,86.99%,9.22%
scorpio,135.76%,23.67%
kafka,40.84%,8.12%
postgres,38.33%,2.89%
nifi,87.84%,9.22%
scorpio,154.94%,23.67%
kafka,39.61%,8.14%
postgres,45.43%,2.89%
nifi,93.04%,9.24%
scorpio,146.49%,23.67%
kafka,43.38%,8.15%
postgres,42.37%,2.90%
nifi,89.37%,9.25%
scorpio,137.90%,23.67%
kafka,39.00%,8.16%
postgres,40.00%,2.90%
nifi,91.78%,9.27%
scorpio,207.14%,23.67%
kafka,47.24%,8.18%
postgres,37.52%,2.90%
nifi,82.37%,9.29%
scorpio,263.37%,23.67%
kafka,40.38%,8.19%
postgres,38.69%,2.90%
nifi,89.90%,9.30%
scorpio,271.66%,23.67%
kafka,41.86%,8.20%
postgres,39.43%,2.91%
nifi,93.33%,9.32%
scorpio,273.35%,23.67%
kafka,41.06%,8.21%
postgres,39.25%,2.91%
nifi,86.96%,9.33%
scorpio,269.52%,23.67%
kafka,39.62%,8.22%
postgres,37.74%,2.91%
nifi,85.02%,9.34%
scorpio,280.82%,23.67%
kafka,40.60%,8.22%
postgres,39.60%,2.91%
nifi,85.12%,9.36%
scorpio,289.28%,23.67%
kafka,41.88%,8.24%
postgres,39.96%,2.91%
nifi,87.78%,9.37%
scorpio,281.07%,23.67%
kafka,49.97%,8.25%
postgres,39.16%,2.91%
nifi,84.23%,9.38%
scorpio,343.19%,23.67%
kafka,39.16%,8.26%
postgres,39.76%,2.92%
nifi,79.14%,9.39%
scorpio,390.34%,23.67%
kafka,34.26%,8.27%
postgres,34.17%,2.93%
nifi,63.46%,9.40%
scorpio,134.79%,23.67%
kafka,39.17%,8.28%
postgres,42.23%,3.01%
nifi,77.68%,9.41%
scorpio,144.00%,23.67%
kafka,41.62%,8.29%
postgres,57.49%,3.14%
nifi,107.64%,9.43%
scorpio,125.24%,23.67%
kafka,35.03%,8.30%
postgres,58.22%,3.14%
nifi,81.21%,9.45%
scorpio,100.07%,23.67%
kafka,29.02%,8.31%
postgres,56.64%,3.14%
nifi,81.57%,9.46%
scorpio,110.93%,23.67%
kafka,34.06%,8.32%
postgres,75.38%,3.15%
nifi,79.88%,9.47%
scorpio,119.95%,23.67%
kafka,34.84%,8.33%
postgres,78.23%,3.18%
nifi,77.81%,9.48%
scorpio,105.36%,23.67%
kafka,30.28%,8.33%
postgres,82.46%,3.37%
nifi,80.83%,9.49%
scorpio,108.61%,23.67%
kafka,31.96%,8.33%
postgres,90.86%,3.36%
nifi,166.18%,9.51%
scorpio,98.66%,23.67%
kafka,32.43%,8.34%
postgres,90.67%,3.36%
nifi,78.59%,9.52%
scorpio,102.03%,23.67%
kafka,29.83%,8.35%
postgres,96.34%,3.37%
nifi,96.07%,9.53%
scorpio,180.03%,23.67%
kafka,28.84%,8.36%
postgres,100.39%,3.37%
nifi,74.72%,9.54%
scorpio,170.86%,23.67%
kafka,27.69%,8.36%
