kafka,10.90%,0.12%
nifi,217.70%,0.32%
kafka,11.77%,0.11%
nifi,147.23%,0.32%
kafka,17.38%,0.11%
nifi,360.08%,0.32%
kafka,102.14%,0.12%
nifi,172.75%,0.32%
kafka,12.82%,0.11%
nifi,118.64%,0.32%
kafka,137.96%,0.12%
nifi,148.34%,0.32%
kafka,76.86%,0.12%
nifi,129.24%,0.32%
kafka,14.29%,0.12%
nifi,105.73%,0.32%
kafka,19.06%,0.12%
nifi,396.70%,0.33%
kafka,60.04%,0.12%
nifi,141.17%,0.32%
kafka,229.81%,0.13%
nifi,142.38%,0.32%
kafka,33.94%,0.13%
nifi,151.16%,0.32%
kafka,27.45%,0.12%
nifi,151.67%,0.32%
kafka,9.88%,0.12%
nifi,105.06%,0.32%
kafka,20.26%,0.12%
nifi,77.56%,0.33%
kafka,17.48%,0.12%
nifi,133.59%,0.33%
kafka,16.47%,0.12%
nifi,190.86%,0.33%
kafka,19.80%,0.12%
nifi,176.42%,0.33%
kafka,56.87%,0.12%
nifi,142.84%,0.33%
kafka,14.77%,0.12%
nifi,105.54%,0.33%
kafka,12.78%,0.12%
nifi,110.95%,0.33%
kafka,11.90%,0.12%
nifi,112.95%,0.33%
kafka,10.87%,0.12%
nifi,81.32%,0.33%
kafka,11.87%,0.12%
nifi,98.61%,0.33%
kafka,14.07%,0.12%
nifi,119.26%,0.33%
kafka,13.62%,0.12%
nifi,191.09%,0.33%
kafka,10.88%,0.12%
nifi,105.94%,0.33%
kafka,14.23%,0.12%
nifi,84.75%,0.33%
kafka,12.74%,0.12%
nifi,136.26%,0.33%
kafka,10.64%,0.12%
nifi,113.95%,0.33%
kafka,12.31%,0.12%
nifi,196.68%,0.33%
kafka,12.48%,0.12%
nifi,115.13%,0.33%
kafka,14.11%,0.12%
nifi,184.53%,0.33%
