db-mongo,13.99%,0.01%
fiware-orion,53.75%,0.00%
nifi,268.50%,0.33%
db-mongo,15.08%,0.01%
fiware-orion,64.64%,0.00%
nifi,297.07%,0.33%
db-mongo,18.28%,0.01%
fiware-orion,69.35%,0.00%
nifi,310.16%,0.33%
db-mongo,21.76%,0.01%
fiware-orion,68.84%,0.00%
nifi,216.33%,0.33%
db-mongo,19.40%,0.01%
fiware-orion,74.72%,0.00%
nifi,240.74%,0.33%
db-mongo,15.72%,0.01%
fiware-orion,65.85%,0.00%
nifi,226.80%,0.33%
db-mongo,14.20%,0.01%
fiware-orion,66.25%,0.00%
nifi,629.57%,0.33%
db-mongo,11.68%,0.01%
fiware-orion,56.26%,0.00%
nifi,202.73%,0.33%
db-mongo,17.15%,0.01%
fiware-orion,75.89%,0.00%
nifi,289.71%,0.33%
db-mongo,18.78%,0.01%
fiware-orion,68.02%,0.00%
nifi,335.22%,0.33%
db-mongo,19.78%,0.01%
fiware-orion,67.94%,0.00%
nifi,239.51%,0.33%
db-mongo,18.75%,0.01%
fiware-orion,65.07%,0.00%
nifi,232.32%,0.33%
db-mongo,21.02%,0.01%
fiware-orion,61.61%,0.00%
nifi,266.94%,0.33%
db-mongo,19.03%,0.01%
fiware-orion,65.90%,0.00%
nifi,253.56%,0.33%
db-mongo,17.04%,0.01%
fiware-orion,73.90%,0.00%
nifi,204.43%,0.33%
db-mongo,15.22%,0.01%
fiware-orion,59.11%,0.00%
nifi,219.57%,0.34%
db-mongo,16.53%,0.01%
fiware-orion,59.55%,0.00%
nifi,207.37%,0.33%
db-mongo,16.23%,0.01%
fiware-orion,64.65%,0.00%
nifi,220.26%,0.33%
db-mongo,20.05%,0.01%
fiware-orion,67.22%,0.00%
nifi,224.71%,0.33%
db-mongo,18.78%,0.01%
fiware-orion,61.49%,0.00%
nifi,207.27%,0.33%
db-mongo,18.58%,0.01%
fiware-orion,59.91%,0.00%
nifi,187.83%,0.33%
db-mongo,15.99%,0.01%
fiware-orion,60.19%,0.00%
nifi,195.19%,0.33%
db-mongo,19.90%,0.01%
fiware-orion,63.53%,0.00%
nifi,261.80%,0.33%
db-mongo,17.55%,0.01%
fiware-orion,64.94%,0.00%
nifi,275.03%,0.33%
db-mongo,16.35%,0.01%
fiware-orion,62.30%,0.00%
nifi,223.70%,0.33%
db-mongo,18.66%,0.01%
fiware-orion,66.04%,0.00%
nifi,250.64%,0.33%
db-mongo,18.03%,0.01%
fiware-orion,49.80%,0.00%
nifi,214.42%,0.34%
db-mongo,19.57%,0.01%
fiware-orion,54.09%,0.00%
nifi,186.33%,0.34%
db-mongo,17.27%,0.01%
fiware-orion,53.57%,0.00%
nifi,238.94%,0.34%
db-mongo,22.34%,0.01%
fiware-orion,58.86%,0.00%
nifi,208.43%,0.34%
db-mongo,17.02%,0.01%
fiware-orion,51.67%,0.00%
nifi,272.42%,0.34%
db-mongo,16.53%,0.01%
fiware-orion,50.83%,0.00%
nifi,236.19%,0.34%
