db-mongo,16.00%,0.01%
fiware-orion,48.88%,0.00%
nifi,613.38%,0.40%
db-mongo,12.10%,0.01%
fiware-orion,36.88%,0.00%
nifi,379.67%,0.40%
db-mongo,16.93%,0.01%
fiware-orion,43.16%,0.00%
nifi,390.91%,0.40%
db-mongo,21.37%,0.01%
fiware-orion,54.89%,0.00%
nifi,491.43%,0.40%
db-mongo,20.16%,0.01%
fiware-orion,58.48%,0.00%
nifi,417.37%,0.40%
db-mongo,20.70%,0.01%
fiware-orion,67.41%,0.00%
nifi,507.96%,0.40%
db-mongo,18.09%,0.01%
fiware-orion,64.24%,0.00%
nifi,424.28%,0.40%
db-mongo,21.54%,0.01%
fiware-orion,59.10%,0.00%
nifi,513.05%,0.40%
db-mongo,15.17%,0.01%
fiware-orion,52.71%,0.00%
nifi,396.16%,0.40%
db-mongo,17.30%,0.01%
fiware-orion,54.09%,0.00%
nifi,469.58%,0.40%
db-mongo,18.53%,0.01%
fiware-orion,59.60%,0.00%
nifi,447.38%,0.40%
db-mongo,18.79%,0.01%
fiware-orion,66.26%,0.00%
nifi,448.98%,0.40%
db-mongo,19.02%,0.01%
fiware-orion,62.20%,0.00%
nifi,436.60%,0.40%
db-mongo,22.75%,0.01%
fiware-orion,69.63%,0.00%
nifi,554.25%,0.40%
db-mongo,17.01%,0.01%
fiware-orion,59.87%,0.00%
nifi,579.33%,0.40%
db-mongo,21.49%,0.01%
fiware-orion,63.52%,0.00%
nifi,420.55%,0.40%
db-mongo,21.11%,0.01%
fiware-orion,49.42%,0.00%
nifi,408.21%,0.40%
db-mongo,19.37%,0.01%
fiware-orion,59.46%,0.00%
nifi,446.10%,0.40%
db-mongo,21.45%,0.01%
fiware-orion,64.34%,0.00%
nifi,441.00%,0.40%
db-mongo,22.22%,0.01%
fiware-orion,69.42%,0.00%
nifi,424.44%,0.40%
db-mongo,21.04%,0.01%
fiware-orion,54.84%,0.00%
nifi,381.47%,0.40%
db-mongo,19.58%,0.01%
fiware-orion,58.37%,0.00%
nifi,476.38%,0.40%
db-mongo,18.35%,0.01%
fiware-orion,57.98%,0.00%
nifi,452.07%,0.40%
db-mongo,21.73%,0.01%
fiware-orion,64.42%,0.00%
nifi,584.52%,0.40%
db-mongo,18.00%,0.01%
fiware-orion,61.46%,0.00%
nifi,541.62%,0.40%
db-mongo,15.42%,0.01%
fiware-orion,50.50%,0.00%
nifi,478.29%,0.40%
db-mongo,19.08%,0.01%
fiware-orion,60.17%,0.00%
nifi,538.02%,0.40%
db-mongo,19.11%,0.01%
fiware-orion,59.80%,0.00%
nifi,443.95%,0.40%
db-mongo,18.83%,0.01%
fiware-orion,55.33%,0.00%
nifi,432.78%,0.40%
db-mongo,18.96%,0.01%
fiware-orion,55.85%,0.00%
nifi,503.76%,0.40%
db-mongo,22.01%,0.01%
fiware-orion,65.30%,0.00%
nifi,430.15%,0.40%
db-mongo,20.39%,0.01%
fiware-orion,59.78%,0.00%
nifi,472.25%,0.40%
