7.25%,6.29%
9.92%,6.29%
9.95%,6.29%
8.37%,6.29%
9.92%,6.29%
7.76%,6.29%
9.08%,6.29%
10.20%,6.29%
10.46%,6.29%
8.91%,6.29%
9.75%,6.29%
6.94%,6.29%
9.73%,6.36%
9.57%,6.36%
8.55%,6.36%
11.99%,6.36%
9.16%,6.36%
7.91%,6.36%
8.16%,6.36%
12.59%,6.36%
9.66%,6.36%
8.18%,6.36%
7.31%,6.36%
7.43%,6.36%
8.64%,6.36%
8.93%,6.36%
8.49%,6.36%
7.50%,6.36%
22.04%,6.36%
10.03%,6.36%
8.76%,6.36%
8.20%,6.36%
9.02%,6.36%
7.50%,6.36%
8.80%,6.36%
11.12%,6.36%
6.99%,6.36%
8.26%,6.36%
10.11%,6.36%
8.26%,6.36%
14.68%,6.36%
