kafka,9.88%,0.18%
nifi,149.16%,0.44%
kafka,8.34%,0.18%
nifi,86.87%,0.44%
kafka,13.02%,0.18%
nifi,101.52%,0.44%
kafka,10.10%,0.18%
nifi,93.85%,0.44%
kafka,9.97%,0.18%
nifi,124.01%,0.44%
kafka,8.65%,0.18%
nifi,135.77%,0.44%
kafka,9.40%,0.18%
nifi,59.01%,0.44%
kafka,10.88%,0.18%
nifi,48.43%,0.44%
kafka,10.70%,0.18%
nifi,130.14%,0.44%
kafka,7.27%,0.18%
nifi,85.96%,0.44%
kafka,12.03%,0.18%
nifi,48.20%,0.44%
kafka,11.12%,0.18%
nifi,122.85%,0.44%
kafka,9.54%,0.18%
nifi,133.66%,0.44%
kafka,9.32%,0.18%
nifi,46.87%,0.44%
kafka,10.96%,0.18%
nifi,84.13%,0.44%
kafka,9.49%,0.18%
nifi,55.12%,0.44%
kafka,9.93%,0.18%
nifi,45.61%,0.44%
kafka,77.03%,0.18%
nifi,82.10%,0.44%
kafka,12.92%,0.18%
nifi,48.42%,0.44%
kafka,9.86%,0.18%
nifi,47.03%,0.44%
kafka,9.16%,0.18%
nifi,109.99%,0.44%
kafka,11.24%,0.18%
nifi,112.70%,0.44%
kafka,8.40%,0.18%
nifi,42.32%,0.44%
kafka,8.22%,0.18%
nifi,67.29%,0.44%
kafka,74.10%,0.18%
nifi,50.52%,0.44%
kafka,26.11%,0.18%
nifi,46.86%,0.44%
kafka,12.67%,0.18%
nifi,43.66%,0.44%
kafka,8.93%,0.19%
nifi,48.92%,0.44%
kafka,11.18%,0.19%
nifi,123.76%,0.44%
kafka,8.24%,0.18%
nifi,131.32%,0.44%
kafka,8.42%,0.18%
nifi,96.07%,0.44%
kafka,8.51%,0.18%
nifi,108.25%,0.44%
kafka,9.54%,0.18%
nifi,46.27%,0.44%
kafka,9.50%,0.18%
nifi,45.99%,0.44%
