3.44%,6.36%
7.65%,6.36%
9.47%,6.36%
9.21%,6.36%
15.04%,6.36%
9.98%,6.36%
10.43%,6.38%
9.04%,6.40%
8.04%,6.67%
9.39%,6.66%
12.62%,6.67%
9.76%,6.67%
7.59%,6.67%
9.63%,6.67%
10.21%,6.67%
9.69%,6.67%
9.72%,6.67%
10.07%,6.67%
13.32%,6.67%
12.56%,6.67%
13.16%,6.67%
8.44%,6.67%
10.44%,6.67%
11.61%,6.66%
13.49%,6.67%
10.28%,6.67%
12.41%,6.67%
12.72%,6.67%
17.45%,6.82%
12.05%,6.82%
12.29%,6.82%
14.34%,6.82%
12.88%,6.82%
11.05%,6.82%
10.20%,6.82%
8.82%,6.82%
9.23%,6.82%
12.33%,6.82%
16.11%,6.82%
9.59%,6.82%
10.62%,6.82%
2.54%,6.82%
