kafka,25.11%,6.02%
nifi,268.31%,8.57%
kafka,35.28%,6.02%
nifi,258.50%,8.63%
kafka,30.84%,6.10%
nifi,393.22%,8.70%
kafka,18.61%,6.11%
nifi,334.44%,8.73%
kafka,46.38%,6.12%
nifi,336.57%,8.62%
kafka,40.30%,6.13%
nifi,344.61%,8.66%
kafka,43.50%,6.13%
nifi,358.95%,8.71%
kafka,46.12%,6.13%
nifi,364.21%,8.78%
kafka,43.05%,6.13%
nifi,289.08%,8.84%
kafka,33.16%,6.13%
nifi,248.26%,8.87%
kafka,22.74%,6.13%
nifi,281.37%,8.90%
kafka,23.92%,6.14%
nifi,326.47%,8.94%
kafka,30.01%,6.14%
nifi,312.47%,8.97%
kafka,24.79%,6.14%
nifi,305.15%,9.04%
kafka,23.28%,6.14%
nifi,302.52%,9.08%
kafka,42.77%,6.12%
nifi,278.93%,9.12%
kafka,26.98%,6.12%
nifi,337.39%,9.15%
kafka,51.42%,6.12%
nifi,311.39%,9.20%
kafka,23.60%,6.13%
nifi,309.37%,9.23%
kafka,24.10%,6.13%
nifi,360.81%,9.28%
kafka,42.39%,6.13%
nifi,382.90%,9.32%
kafka,56.20%,6.20%
nifi,191.64%,9.36%
kafka,29.63%,6.21%
nifi,328.90%,8.74%
kafka,35.02%,6.21%
nifi,262.61%,8.77%
kafka,33.63%,6.22%
nifi,332.98%,8.81%
kafka,31.00%,6.22%
nifi,308.23%,8.86%
kafka,24.74%,6.22%
nifi,342.24%,8.93%
kafka,19.58%,6.22%
nifi,345.65%,8.95%
kafka,25.75%,6.22%
nifi,328.84%,8.99%
kafka,49.90%,6.23%
nifi,372.92%,9.02%
kafka,40.25%,6.23%
nifi,370.93%,9.06%
kafka,27.07%,6.23%
nifi,348.56%,9.12%
kafka,27.62%,6.24%
nifi,317.09%,9.18%
kafka,29.89%,6.24%
nifi,346.50%,9.20%
