kafka,4.05%,3.02%
nifi,54.49%,6.93%
kafka,21.92%,3.00%
nifi,48.57%,6.94%
kafka,51.31%,3.05%
nifi,68.45%,6.95%
kafka,4.05%,3.02%
nifi,43.05%,6.96%
kafka,4.89%,3.02%
nifi,69.91%,6.97%
kafka,5.30%,3.02%
nifi,72.64%,6.99%
kafka,6.65%,3.03%
nifi,77.05%,6.99%
kafka,10.23%,3.09%
nifi,89.89%,7.00%
kafka,9.12%,3.13%
nifi,71.34%,7.01%
kafka,9.47%,3.18%
nifi,79.22%,7.02%
kafka,11.29%,3.25%
nifi,67.49%,7.04%
kafka,7.56%,3.32%
nifi,80.60%,7.04%
kafka,7.02%,3.37%
nifi,74.92%,7.06%
kafka,10.76%,3.44%
nifi,69.23%,7.07%
kafka,9.71%,3.51%
nifi,70.63%,7.08%
kafka,9.33%,3.56%
nifi,82.78%,7.09%
kafka,15.42%,3.62%
nifi,88.69%,7.09%
kafka,55.80%,3.70%
nifi,75.04%,7.10%
kafka,8.56%,3.76%
nifi,91.69%,7.11%
kafka,9.00%,3.82%
nifi,82.62%,7.12%
kafka,11.78%,3.87%
nifi,72.80%,7.09%
kafka,5.29%,3.95%
nifi,62.31%,7.10%
kafka,14.59%,4.02%
nifi,64.63%,7.10%
kafka,10.64%,4.10%
nifi,80.29%,7.11%
kafka,15.66%,4.16%
nifi,140.92%,7.12%
kafka,9.48%,4.21%
nifi,88.46%,7.13%
kafka,11.22%,4.29%
nifi,101.65%,7.15%
kafka,27.58%,4.37%
nifi,95.46%,7.15%
kafka,11.03%,4.43%
nifi,86.98%,7.16%
kafka,8.06%,4.50%
nifi,90.77%,7.18%
kafka,11.69%,4.57%
nifi,83.65%,7.19%
kafka,8.91%,4.62%
nifi,77.71%,7.21%
kafka,10.61%,4.69%
nifi,101.01%,7.22%
